term,estimate,std.error,statistic,p.value,conf.low,conf.high,model
ckd_cateGFR 105 - <120,1.6692510533228608,0.06511006268246036,7.869368169250898,3.564367875025732e-15,1.4692641201067547,1.8964589421927929,mvf9
ckd_cateGFR 90 - <105,1.183558675512139,0.02850927801682039,5.911259015417736,3.395026832598005e-9,1.1192385282195485,1.2515751585217654,mvf9
ckd_cateGFR 60 - <75,1.0812586089988305,0.024379716943518294,3.2045384896426747,0.0013527920150981998,1.030807395350063,1.1341790763317638,mvf9
ckd_cateGFR 45 - <60,1.1807289753574082,0.02749184573243264,6.042956339716822,1.5131561169272594e-9,1.1187914004994186,1.2460954853838098,mvf9
ckd_cateGFR 30 - <45,1.2804651240786553,0.03231985069035939,7.649273893021274,2.0211732810215168e-14,1.2018687615787045,1.3642013058298441,mvf9
ckd_cateGFR <30,1.6925578456719117,0.047243760625231716,11.138844493018127,8.116557352333381e-29,1.5428707948508356,1.856767313573076,mvf9
SMOKING_STATUSNon_smoker,0.924174294122039,0.01415182420741312,-5.572044562660826,2.5176699754280352e-8,0.8988926510857322,0.9501669914470233,mvf9
SMOKING_STATUSSmoker,1.3171152271961293,0.015428213575481157,17.853260182236788,2.7264527865047168e-71,1.2778834673062724,1.3575514247545473,mvf9
mm_count_no_ckd,1.0435754078471342,0.002836096155789256,15.039232426977682,4.062329840528503e-51,1.0377906338958438,1.0493924268472568,mvf9
WIMD_2011_DECILE,0.9803182669600412,0.002067547392102299,-9.614288849269608,6.958854363956476e-22,0.9763537433658377,0.9842988886615502,mvf9
ca_typeadrenal,0.5385566541675394,0.2051355234820567,-3.01684744819915,0.0025541831699030055,0.3602630505001567,0.8050874752363995,mvf9
ca_typebone,0.4369839616241891,0.17520761765535348,-4.725015936677598,2.300973106131944e-6,0.3099763092893713,0.6160308933109759,mvf9
ca_typebreast,0.21401002035574268,0.03040485124482066,-50.70679111534451,0,0.2016292116227495,0.22715105834147806,mvf9
ca_typedig,0.4531199789377134,0.022381176910772658,-35.36893245406684,5.130489342952082e-274,0.4336729349565815,0.4734390799210697,mvf9
ca_typeendo,0.2260028627910879,0.40882236854892895,-3.6377843459289183,2.749935242606675e-4,0.10142002409862473,0.5036213947267236,mvf9
ca_typefemale,0.4443698977545709,0.03250518192357386,-24.952881735713866,1.9869960249773153e-137,0.416942504236683,0.4736015254475336,mvf9
ca_typeheadneck,0.20901859287859603,0.03711890656999105,-42.17074839963163,0,0.1943521051773072,0.22479186489434247,mvf9
ca_typekub,0.42901467968127344,0.02892379976675635,-29.258401354338808,3.5108202780511074e-188,0.4053705272172464,0.45403793079260424,mvf9
ca_typemale,0.23866338743299978,0.12043932917110745,-11.895625377939709,1.2471528103286553e-32,0.1884810348393738,0.30220659892671137,mvf9
ca_typemelanoma,0.23112113047766406,0.046166165499098764,-31.72915306476882,6.157743100709687e-221,0.21112659413431192,0.25300922971026213,mvf9
ca_typeother,0.6485806121567315,0.03255080726031948,-13.301328410281423,2.273920285465485e-40,0.6084945109089354,0.6913074858099324,mvf9
ca_typeprostate,0.1335727122126712,0.027307766633414953,-73.71929442898026,0,0.12661155170414864,0.14091660048160098,mvf9
ca_typeresp,0.8368036126580894,0.022254329314215754,-8.0058970070582,1.1859895769009119e-15,0.8010887393003071,0.8741107592764802,mvf9
ca_typethyroid,0.14562154755492243,0.11937690814199933,-16.14000724854335,1.3352563886052487e-58,0.115242277798867,0.1840091632803444,mvf9
stage_simplified2,1.7596985649721057,0.02587939366147361,21.83754889593125,1.0208703188384258e-105,1.6726678135897373,1.8512576223484325,mvf9
stage_simplified3,2.765206252783858,0.02440972359150414,41.668445056932725,0,2.6360274951399334,2.9007154267292794,mvf9
stage_simplified4,7.242786036274814,0.0229652926268168,86.21731828945691,0,6.924008033643761,7.576240424962567,mvf9
stage_simplifiedUnknown,3.738743192333983,0.02381444854749932,55.376025503589325,0,3.5682456079426768,3.917387476666168,mvf9
sex1:ckd_cateGFR >120,1.7987077828834663,0.28711911051143263,2.044686289414433,0.04088579618473208,1.0246236688336317,3.157598039764666,mvf9
sex1:ckd_cateGFR 105 - <120,1.0614939294114654,0.08112557725412683,0.7356161310300038,0.4619643428569029,0.9054475506876595,1.2444336078016296,mvf9
sex1:ckd_cateGFR 90 - <105,0.9514048504792324,0.03627766208413896,-1.3731754992099094,0.16969779449085928,0.8861061673289429,1.0215155055786789,mvf9
sex1:ckd_cateGFR 60 - <75,0.9563501770039892,0.032625521852922966,-1.3679823809088492,0.17131759121833182,0.8971107235898416,1.019501424969833,mvf9
sex1:ckd_cateGFR 45 - <60,0.9578198131192334,0.03654026012835085,-1.1794006135904973,0.23823869092258307,0.8916218252237171,1.0289326353956996,mvf9
sex1:ckd_cateGFR 30 - <45,0.9250828474100381,0.04284261153563456,-1.8176291762236998,0.06912082917684838,0.8505756220141246,1.0061166255221605,mvf9
sex1:ckd_cateGFR <30,0.8794038893896645,0.061567948953947835,-2.0873035670689752,0.036860702553871166,0.779438132342886,0.9921906160134607,mvf9
age,1.0436543094242918,7.147869746858479e-4,59.77768887770214,0,1.042193218600319,1.0451174486077799,mvf_surv_cont
sex1,0.9554554873384824,0.04344332801319174,-1.048886082103586,0.2942305519265427,0.8774682905786795,1.0403739919572181,mvf_surv_cont
eGFR,0.9957927375917685,4.917254689242877e-4,-8.574170154065358,9.980378328177975e-18,0.9948334905095761,0.9967529096076038,mvf_surv_cont
SMOKING_STATUSNon_smoker,0.9286915991964378,0.014141125595100654,-5.231448197691443,1.6818716918073605e-7,0.9033053222152584,0.9547913260412633,mvf_surv_cont
SMOKING_STATUSSmoker,1.342746178234347,0.015325853713934363,19.230048066335872,2.074358058884929e-82,1.3030123578698818,1.3836916344449501,mvf_surv_cont
mm_count_no_ckd,1.0462388224831658,0.00283029905924644,15.970630102726412,2.0470744308678897e-57,1.0404511062664037,1.052058734022518,mvf_surv_cont
WIMD_2011_DECILE,0.9797964833370254,0.002066545809401203,-9.876577066591606,5.259896521450883e-23,0.9758359855263994,0.9837730551018206,mvf_surv_cont
ca_typeadrenal,0.5390805080623706,0.2050783727023298,-3.012947418480688,0.00258723741357538,0.36065387408996447,0.8057803202754229,mvf_surv_cont
ca_typebone,0.45033971352269686,0.175181958318042,-4.55385400269417,5.267191777901322e-6,0.3194663309578789,0.6348270159412958,mvf_surv_cont
ca_typebreast,0.21302122713643018,0.030391629052423232,-50.88122975090809,0,0.20070282276196455,0.22609569006674796,mvf_surv_cont
ca_typedig,0.4505879138419527,0.02236952715434915,-35.63785985322288,3.6333048700664933e-278,0.4312593881357944,0.4707827207613468,mvf_surv_cont
ca_typeendo,0.22383661945424463,0.4087913156369881,-3.6616210115819854,2.506244294134356e-4,0.1004540242272745,0.4987638135367085,mvf_surv_cont
ca_typefemale,0.4410109954351191,0.03248275430680968,-25.20369618764223,3.6488503853084356e-140,0.41380910958617173,0.47000100671822903,mvf_surv_cont
ca_typeheadneck,0.21066729480355342,0.0371099464584941,-41.96921150472063,0,0.19588856049088982,0.22656100483167982,mvf_surv_cont
ca_typekub,0.4338573408529483,0.028894750607832073,-28.89934984950909,1.2165961403649283e-183,0.4099696373935547,0.45913690928115225,mvf_surv_cont
ca_typemale,0.24574588228300154,0.12038350202403385,-11.658219375693186,2.0835405685931814e-31,0.19409557160018037,0.311140734232984,mvf_surv_cont
ca_typemelanoma,0.22997161159288612,0.046147938377178996,-31.849730610298426,1.3276586965021104e-222,0.21008402637173976,0.2517418532575476,mvf_surv_cont
ca_typeother,0.6425005325767013,0.03251775355152274,-13.604495544226667,3.7655760822057934e-42,0.6028292685256696,0.684782501305785,mvf_surv_cont
ca_typeprostate,0.13196365596898785,0.02726988034793451,-74.26613912622767,0,0.12509564037715984,0.13920874016230647,mvf_surv_cont
ca_typeresp,0.8307442028247348,0.022240538620979303,-8.337628560835974,7.579522365523828e-17,0.795309442104593,0.8677577481044702,mvf_surv_cont
ca_typethyroid,0.1476993136275114,0.11934318769102698,-16.025855966566333,8.432172353471358e-58,0.11689430994941273,0.18662231938816087,mvf_surv_cont
stage_simplified2,1.7666993678022378,0.02587538085306119,21.994383194868664,3.2593370944591255e-107,1.6793355802405667,1.8586080667365525,mvf_surv_cont
stage_simplified3,2.7720354811160832,0.024405356785063722,41.77697093513335,0,2.6425603077712063,2.907854434189804,mvf_surv_cont
stage_simplified4,7.298003432803777,0.022954862202597348,86.58735525605599,0,6.976937767152764,7.6338439416740105,mvf_surv_cont
stage_simplifiedUnknown,3.789279150506916,0.023794422877810494,55.98689281475864,0,3.6166189271887417,3.9701823082664736,mvf_surv_cont
sex1:eGFR,1.0017378067903866,5.844235297445876e-4,2.9709593520720556,0.0029687107063638574,1.0005910240671863,1.0028859038473985,mvf_surv_cont
