term,estimate,std.error,statistic,p.value,conf.low,conf.high,model
ca_typeprostate,0.14544940682269802,0.027165101951186744,-70.97072470903845,0,0.13790784679551088,0.15340338085652253,sens_max_stage
ca_typeresp,1.0378613798669467,0.021722861000683304,1.7107429089096569,0.08712858285616204,0.9946008333927356,1.083003560478607,sens_max_stage
ca_typethyroid,0.15067608843436417,0.11938589011620354,-15.852986094710214,1.3405657229404674e-56,0.11924025152100445,0.1903994946025511,sens_max_stage
max_stage2,1.7737752230641954,0.02585824465620107,22.163537285768637,7.723883805068796e-109,1.6861181620097259,1.8659893552218836,sens_max_stage
max_stage3,2.6514968129744623,0.02432008686314429,40.095428980612944,0,2.5280741852137933,2.780945033311664,sens_max_stage
max_stage4,5.260120700720715,0.021627922485972916,76.75975232795183,0,5.041804351470554,5.487890417263087,sens_max_stage
sex1:ckd_cateGFR >120,2.0961460214023058,0.28705504982495755,2.578252607585412,0.00993013762910365,1.194207602735773,3.6792833448514575,sens_max_stage
sex1:ckd_cateGFR 105 - <120,1.1028315098585082,0.08112163034507279,1.2065952316124022,0.2275880640305373,0.940715520281755,1.292885375987546,sens_max_stage
sex1:ckd_cateGFR 90 - <105,0.9488703637145535,0.03628676253779265,-1.446342662537222,0.14808111529900495,0.8837298695866921,1.018812420085871,sens_max_stage
sex1:ckd_cateGFR 60 - <75,0.9601502059020411,0.032627588549692006,-1.2463545142577324,0.21263427242017952,0.9006717179726156,1.0235565295298432,sens_max_stage
sex1:ckd_cateGFR 45 - <60,0.9528747034196866,0.03654342736092931,-1.3209450620175585,0.18651968304715388,0.887012981563397,1.0236267329671103,sens_max_stage
sex1:ckd_cateGFR 30 - <45,0.93616565841177235,0.04284095934434777,-1.5397141822097848,0.12363003829439763,0.8607685981709359,1.01816695201456,sens_max_stage
sex1:ckd_cateGFR <30,0.8946399216341823,0.06155734813483562,-1.8086218336298039,0.07050977411293227,0.7929586922485345,1.0093597525389821,sens_max_stage
age,1.0512857953827892,7.463679263093757e-4,67.00982218958008,0,1.0497490417813407,1.0528247986758665,sens_min_stage
sex1,1.1237508915798315,0.0228787063133179,5.099593421172612,3.4038383879814494e-7,1.0744733771348722,1.1752883721454483,sens_min_stage
ckd_cateGFR >120,1.7535947580858944,0.2522003262053477,2.227070190541913,0.02594258310149336,1.069685063835248,2.8747663022991876,sens_min_stage
ckd_cateGFR 105 - <120,1.8353208523338504,0.0651038724726113,9.326930865523448,1.0898090268017674e-20,1.6154572965134681,2.08510781329921,sens_min_stage
ckd_cateGFR 90 - <105,1.191689822456286,0.028509056295522438,6.151459974789324,7.677290259230591e-10,1.1269282801045177,1.2601730367563269,sens_min_stage
ckd_cateGFR 60 - <75,1.076943424481791,0.024359834114694248,3.0429955223782947,0.002342358184448309,1.0267335667392146,1.129608670745984,sens_min_stage
ckd_cateGFR 45 - <60,1.2046829070278808,0.027471770048537417,6.778463283926543,1.2146083407106393e-11,1.1415336950021548,1.2713255095658005,sens_min_stage
ckd_cateGFR 30 - <45,1.3547056572144969,0.03228753916458503,9.402519096885745,5.327208263605942e-21,1.2716328580852259,1.4432054079291208,sens_min_stage
ckd_cateGFR <30,1.7949877755904295,0.047205918058524,12.392476107249243,2.8704147982322243e-35,1.6363633537822728,1.9689887988947108,sens_min_stage
SMOKING_STATUSNon_smoker,0.9257362134081595,0.01414986612434818,-5.453475741036087,4.939468723632696e-8,0.9004152982066447,0.9517691875317287,sens_min_stage
SMOKING_STATUSSmoker,1.3300045363688124,0.015403546840333595,18.514070557095657,1.5901748543229127e-76,1.2904512404287598,1.370770170420301,sens_min_stage
mm_count_no_ckd,1.0490211177955473,0.002837893354610143,16.86372762836248,8.317392869622589e-64,1.0432024824154777,1.0548722075823662,sens_min_stage
WIMD_2011_DECILE,0.9800098410292625,0.0020686523035774542,-9.761266050570137,1.650813324113944e-22,0.9760444510350152,0.9839913412711421,sens_min_stage
ca_typeadrenal,0.7248039997473157,0.2051110054635625,-1.5691698508620486,0.11660836725862825,0.48487498246071487,1.0834562661567522,sens_min_stage
ca_typebone,0.5420522426533744,0.17518524732809776,-3.495687581393709,4.7284196986284276e-4,0.384523770956332,0.7641156567116889,sens_min_stage
ca_typebreast,0.16919647911337135,0.030294066859680904,-58.648270939607585,0,0.15944281924909906,0.1795468035448907,sens_min_stage
ca_typedig,0.37287502162250086,0.022125962490502183,-44.586172401860175,0,0.35705049388037363,0.3894008946436666,sens_min_stage
ca_typeendo,0.3344583259278962,0.4088175650178356,-2.679050723498896,0.0073831208625897505,0.1500914210275539,0.7452949077079832,sens_min_stage
ca_typefemale,0.31130482369582857,0.032227126965855175,-36.21119274958444,4.058286002582193e-287,0.2922496972659135,0.33160237345982047,sens_min_stage
ca_typeheadneck,0.17647652471878214,0.03689941905633958,-47.00798712392766,0,0.16416406608310802,0.18971242927823376,sens_min_stage
ca_typekub,0.336552066127908,0.02885879319654794,-37.73554929987549,1.29826460307e-311,0.31804429650869187,0.356136847786133,sens_min_stage
ca_typemale,0.2056473650994738,0.12055819104426803,-13.118912810786808,2.5658951163825244e-39,0.1623692673815748,0.2604608584761977,sens_min_stage
ca_typemelanoma,0.15943080711149518,0.045903357511521636,-40.00023879806335,0,0.14571331411992655,0.17443966880955597,sens_min_stage
ca_typeother,0.7799241549186617,0.03246680312388053,-7.6557768980738885,1.9214705276235786e-14,0.7318407333198879,0.8311667549115617,sens_min_stage
ca_typeprostate,0.12064811434394437,0.0273029305483576,-77.4597112361281,0,0.11436160503156363,0.1272801959253025,sens_min_stage
ca_typeresp,0.6375511564740668,0.021590946507209816,-20.847662216625164,1.6005351792071286e-96,0.6111344852332234,0.6651097048897524,sens_min_stage
ca_typethyroid,0.13624539402151425,0.1193980404649748,-16.69455917027057,1.4357570166881604e-62,0.1078176925112666,0.17216847216553,sens_min_stage
min_stage2,0.8276486766772432,0.01972606427334138,-9.589673619011682,8.836409083259057e-22,0.7962604933656056,0.8602741661968539,sens_min_stage
min_stage3,1.3137715360291906,0.01781594069407438,15.317857224145468,5.810152949047423e-53,1.2686881752511565,1.3604569527408192,sens_min_stage
min_stage4,3.321590413550929,0.015344422289954914,78.23322936291326,0,3.223182396555955,3.4230029573201963,sens_min_stage
sex1:ckd_cateGFR >120,1.7378997483300376,0.28715495417321873,1.9246658814128244,0.05427117151176248,0.9899151711954381,3.0510650034772664,sens_min_stage
sex1:ckd_cateGFR 105 - <120,1.0214663787544818,0.0811462380780497,0.26174005886007845,0.7935218543215363,0.8712690230142505,1.197556134058411,sens_min_stage
sex1:ckd_cateGFR 90 - <105,0.9637222800733666,0.036267879270060956,-1.0188662207922543,0.30826648222241515,0.8975954132404456,1.0347207877955302,sens_min_stage
sex1:ckd_cateGFR 60 - <75,0.9678155548965282,0.03261647187315764,-1.00298255588668,0.31586927792645036,0.9078820020658744,1.0317056028958613,sens_min_stage
sex1:ckd_cateGFR 45 - <60,0.9353311645987445,0.03653799529450072,-1.8297288925482578,0.06729048827850653,0.8706913040463837,1.004769868958102,sens_min_stage
sex1:ckd_cateGFR 30 - <45,0.8911628403061271,0.042845268670432354,-2.6894009653700297,0.007158038290956629,0.8193833036197754,0.9692304010029098,sens_min_stage
sex1:ckd_cateGFR <30,0.8600498800653108,0.06157392358392744,-2.4485185053228316,0.014344506119941472,0.7622752531219431,0.9703657480298997,sens_min_stage
